,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
24020,2000-01-04,Egypt,Togo,2.0,1.0,Friendly,Aswan,Egypt,False
24021,2000-01-07,Tunisia,Togo,7.0,0.0,Friendly,Tunis,Tunisia,False
24022,2000-01-08,Trinidad and Tobago,Canada,0.0,0.0,Friendly,Port of Spain,Trinidad and Tobago,False
24023,2000-01-09,Burkina Faso,Gabon,1.0,1.0,Friendly,Ouagadougou,Burkina Faso,False
24024,2000-01-09,Guatemala,Armenia,1.0,1.0,Friendly,Los Angeles,United States,True
24025,2000-01-09,Ivory Coast,Egypt,2.0,0.0,Friendly,Abidjan,Ivory Coast,False
24026,2000-01-09,Mexico,Iran,2.0,1.0,Friendly,Oakland,United States,True
24027,2000-01-11,Bermuda,Canada,0.0,2.0,Friendly,Hamilton,Bermuda,False
24028,2000-01-11,Burkina Faso,Cameroon,2.0,2.0,Friendly,Ouagadougou,Burkina Faso,False
24029,2000-01-13,Senegal,Cameroon,0.0,0.0,Friendly,Dakar,Senegal,False
24030,2000-01-14,China PR,New Zealand,1.0,0.0,Friendly,Guangzhou,China PR,False
24031,2000-01-16,Jamaica,New Zealand,2.0,1.0,Friendly,Guangzhou,China PR,True
24032,2000-01-16,United States,Iran,1.0,1.0,Friendly,Pasadena,United States,False
24033,2000-01-18,Ghana,Tunisia,2.0,0.0,Friendly,Accra,Ghana,False
24034,2000-01-18,Morocco,Trinidad and Tobago,1.0,0.0,Friendly,El Jadida,Morocco,False
24035,2000-01-19,Panama,Guatemala,2.0,0.0,Friendly,Panama City,Panama,False
24036,2000-01-19,Togo,Egypt,1.0,0.0,Friendly,Lomé,Togo,False
24037,2000-01-20,Burkina Faso,Algeria,1.0,0.0,Friendly,Ouagadougou,Burkina Faso,False
24038,2000-01-20,Malta,Qatar,2.0,0.0,Friendly,Attard,Malta,False
24039,2000-01-21,New Zealand,South Korea,0.0,1.0,Friendly,Auckland,New Zealand,False
24040,2000-01-22,Ghana,Cameroon,1.0,1.0,African Cup of Nations,Accra,Ghana,False
24041,2000-01-23,China PR,Philippines,8.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,True
24042,2000-01-23,Egypt,Zambia,2.0,0.0,African Cup of Nations,Kano,Nigeria,True
24043,2000-01-23,New Zealand,South Korea,0.0,0.0,Friendly,Palmerston North,New Zealand,False
24044,2000-01-23,Nigeria,Tunisia,4.0,2.0,African Cup of Nations,Lagos,Nigeria,False
24045,2000-01-23,South Africa,Gabon,3.0,1.0,African Cup of Nations,Kumasi,Ghana,True
24046,2000-01-23,Vietnam,Guam,11.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
24047,2000-01-24,DR Congo,Algeria,0.0,0.0,African Cup of Nations,Kumasi,Ghana,True
24048,2000-01-24,Ivory Coast,Togo,1.0,1.0,African Cup of Nations,Accra,Ghana,True
24049,2000-01-24,Qatar,Bosnia and Herzegovina,2.0,0.0,Friendly,Doha,Qatar,False
24050,2000-01-25,Burkina Faso,Senegal,1.0,3.0,African Cup of Nations,Kano,Nigeria,True
24051,2000-01-25,Morocco,Congo,1.0,0.0,African Cup of Nations,Lagos,Nigeria,True
24052,2000-01-26,China PR,Guam,19.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,True
24053,2000-01-26,Costa Rica,Trinidad and Tobago,2.0,1.0,Friendly,San José,Costa Rica,False
24054,2000-01-26,Guatemala,Panama,1.0,1.0,Friendly,Guatemala City,Guatemala,False
24055,2000-01-26,Spain,Poland,3.0,0.0,Friendly,Cartagena,Spain,False
24056,2000-01-26,Uganda,Libya,3.0,2.0,Friendly,Kampala,Uganda,False
24057,2000-01-26,Vietnam,Philippines,3.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
24058,2000-01-27,Ghana,Togo,2.0,0.0,African Cup of Nations,Accra,Ghana,False
24059,2000-01-27,South Africa,DR Congo,1.0,0.0,African Cup of Nations,Kumasi,Ghana,True
24060,2000-01-28,Cameroon,Ivory Coast,3.0,0.0,African Cup of Nations,Accra,Ghana,True
24061,2000-01-28,Egypt,Senegal,1.0,0.0,African Cup of Nations,Kano,Nigeria,True
24062,2000-01-28,Nigeria,Congo,0.0,0.0,African Cup of Nations,Lagos,Nigeria,False
24063,2000-01-28,United States Virgin Islands,Saint Lucia,0.0,9.0,Friendly,Saint Croix,United States Virgin Islands,False
24064,2000-01-29,Algeria,Gabon,3.0,1.0,African Cup of Nations,Kumasi,Ghana,True
24065,2000-01-29,Chile,United States,1.0,2.0,Friendly,Coquimbo,Chile,False
24066,2000-01-29,Philippines,Guam,2.0,0.0,AFC Asian Cup qualification,Hanoi,Vietnam,True
24067,2000-01-29,Tunisia,Morocco,0.0,0.0,African Cup of Nations,Lagos,Nigeria,True
24068,2000-01-29,Vietnam,China PR,0.0,2.0,AFC Asian Cup qualification,Hanoi,Vietnam,False
24069,2000-01-29,Zambia,Burkina Faso,1.0,1.0,African Cup of Nations,Kano,Nigeria,True
24070,2000-01-30,United States Virgin Islands,Saint Lucia,0.0,2.0,Friendly,Saint Croix,United States Virgin Islands,False
24071,2000-01-31,Cameroon,Togo,0.0,1.0,African Cup of Nations,Kumasi,Ghana,True
24072,2000-01-31,Faroe Islands,Finland,0.0,1.0,Nordic Championship,Cartagena,Spain,True
24073,2000-01-31,Ghana,Ivory Coast,0.0,2.0,African Cup of Nations,Accra,Ghana,False
24074,2000-01-31,Iceland,Norway,0.0,0.0,Nordic Championship,Cartagena,Spain,True
24075,2000-01-31,Kuwait,Syria,4.0,0.0,Friendly,Kuwait City,Kuwait,False
24076,2000-02-01,British Virgin Islands,Saint Lucia,2.0,3.0,Friendly,Road Town,British Virgin Islands,False
24077,2000-02-01,Egypt,Burkina Faso,4.0,2.0,African Cup of Nations,Kano,Nigeria,True
24078,2000-02-01,Zambia,Senegal,2.0,2.0,African Cup of Nations,Lagos,Nigeria,True
24079,2000-02-02,Armenia,Moldova,2.0,1.0,Cyprus International Tournament,Larnaca,Cyprus,True
24080,2000-02-02,DR Congo,Gabon,0.0,0.0,African Cup of Nations,Accra,Ghana,True
24081,2000-02-02,Costa Rica,Chile,1.0,0.0,Friendly,San José,Costa Rica,False
24082,2000-02-02,Cyprus,Lithuania,2.0,1.0,Cyprus International Tournament,Limassol,Cyprus,False
24083,2000-02-02,Finland,Iceland,0.0,1.0,Nordic Championship,Cartagena,Spain,True
24084,2000-02-02,Romania,Latvia,2.0,0.0,Cyprus International Tournament,Paphos,Cyprus,True
24085,2000-02-02,South Africa,Algeria,1.0,1.0,African Cup of Nations,Kumasi,Ghana,True
24086,2000-02-02,Saint Kitts and Nevis,Saint Lucia,0.0,1.0,Friendly,Basseterre,Saint Kitts and Nevis,False
24087,2000-02-03,Nigeria,Morocco,2.0,0.0,African Cup of Nations,Lagos,Nigeria,False
24088,2000-02-03,Tunisia,Congo,1.0,0.0,African Cup of Nations,Kano,Nigeria,True
24089,2000-02-04,Cyprus,Armenia,3.0,2.0,Cyprus International Tournament,Nicosia,Cyprus,False
24090,2000-02-04,Faroe Islands,Iceland,2.0,3.0,Nordic Championship,Cartagena,Spain,True
24091,2000-02-04,Kuwait,Iran,1.0,1.0,Friendly,Kuwait City,Kuwait,False
24092,2000-02-04,Moldova,Lithuania,2.0,1.0,Cyprus International Tournament,Larnaca,Cyprus,True
24093,2000-02-04,Norway,Sweden,1.0,1.0,Nordic Championship,Cartagena,Spain,True
24094,2000-02-04,Romania,Georgia,1.0,1.0,Cyprus International Tournament,Larnaca,Cyprus,True
24095,2000-02-05,Guatemala,Chile,2.0,1.0,Friendly,Guatemala City,Guatemala,False
24096,2000-02-05,Japan,Mexico,0.0,1.0,Lunar New Year Cup,So Kon Po,Hong Kong,True
24097,2000-02-06,Albania,Andorra,3.0,0.0,Malta International Tournament,Attard,Malta,True
24098,2000-02-06,Cameroon,Algeria,2.0,1.0,African Cup of Nations,Accra,Ghana,True
24099,2000-02-06,Cayman Islands,Jamaica,0.0,0.0,Friendly,George Town,Cayman Islands,False
24100,2000-02-06,Cyprus,Romania,3.0,2.0,Cyprus International Tournament,Nicosia,Cyprus,False
24101,2000-02-06,Georgia,Armenia,2.0,1.0,Cyprus International Tournament,Limassol,Cyprus,True
24102,2000-02-06,Ghana,South Africa,0.0,1.0,African Cup of Nations,Kumasi,Ghana,False
24103,2000-02-06,Latvia,Lithuania,1.0,2.0,Cyprus International Tournament,Larnaca,Cyprus,True
24104,2000-02-06,Malta,Azerbaijan,3.0,0.0,Malta International Tournament,Attard,Malta,False
24105,2000-02-07,Egypt,Tunisia,0.0,1.0,African Cup of Nations,Kano,Nigeria,True
24106,2000-02-07,Nigeria,Senegal,2.0,1.0,African Cup of Nations,Lagos,Nigeria,False
24107,2000-02-07,Singapore,Malaysia,3.0,1.0,Friendly,Singapore,Singapore,False
24108,2000-02-08,Albania,Azerbaijan,1.0,0.0,Malta International Tournament,Attard,Malta,True
24109,2000-02-08,Malta,Andorra,1.0,1.0,Malta International Tournament,Attard,Malta,False
24110,2000-02-08,Mexico,Czech Republic,1.0,2.0,Lunar New Year Cup,So Kon Po,Hong Kong,True
24111,2000-02-08,Syria,North Korea,5.0,1.0,Friendly,Damascus,Syria,False
24112,2000-02-09,Bulgaria,Slovakia,1.0,0.0,Friendly,Valparaíso,Chile,True
24113,2000-02-09,Cayman Islands,Jamaica,0.0,1.0,Friendly,George Town,Cayman Islands,False
24114,2000-02-09,Chile,Australia,2.0,1.0,Friendly,Valparaíso,Chile,False
24115,2000-02-09,Honduras,El Salvador,5.0,1.0,Friendly,San Pedro Sula,Honduras,False
24116,2000-02-10,Andorra,Azerbaijan,0.0,0.0,Malta International Tournament,Attard,Malta,True
24117,2000-02-10,Cameroon,Tunisia,3.0,0.0,African Cup of Nations,Accra,Ghana,True
24118,2000-02-10,Hong Kong,Singapore,0.0,0.0,Friendly,Victoria,Hong Kong,False
24119,2000-02-10,Kuwait,Turkmenistan,6.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
24120,2000-02-10,Malta,Albania,0.0,1.0,Malta International Tournament,Attard,Malta,False
24121,2000-02-10,Nepal,Yemen,0.0,3.0,AFC Asian Cup qualification,Kuwait City,Kuwait,True
24122,2000-02-10,Nigeria,South Africa,2.0,0.0,African Cup of Nations,Lagos,Nigeria,False
24123,2000-02-12,Australia,Slovakia,0.0,0.0,Friendly,Valparaíso,Chile,True
24124,2000-02-12,Chile,Bulgaria,3.0,2.0,Friendly,Valparaíso,Chile,False
24125,2000-02-12,Colombia,Jamaica,1.0,0.0,Gold Cup,Miami,United States,True
24126,2000-02-12,Nepal,Bhutan,3.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,True
24127,2000-02-12,South Africa,Tunisia,2.0,2.0,African Cup of Nations,Accra,Ghana,True
24128,2000-02-12,United States,Haiti,3.0,0.0,Gold Cup,Miami,United States,False
24129,2000-02-12,Yemen,Turkmenistan,0.0,1.0,AFC Asian Cup qualification,Kuwait City,Kuwait,True
24130,2000-02-13,Costa Rica,Canada,2.0,2.0,Gold Cup,San Diego,United States,True
24131,2000-02-13,Dominican Republic,British Virgin Islands,1.0,0.0,Friendly,Santo Domingo,Dominican Republic,False
24132,2000-02-13,Macau,Brunei,1.0,0.0,AFC Asian Cup qualification,Macau,Macau,False
24133,2000-02-13,Mexico,Trinidad and Tobago,4.0,0.0,Gold Cup,San Diego,United States,True
24134,2000-02-13,Nigeria,Cameroon,2.0,2.0,African Cup of Nations,Lagos,Nigeria,False
24135,2000-02-13,Singapore,Japan,0.0,3.0,AFC Asian Cup qualification,Macau,Macau,True
24136,2000-02-13,Syria,North Korea,0.0,0.0,Friendly,Damascus,Syria,False
24137,2000-02-14,Haiti,Peru,1.0,1.0,Gold Cup,Miami,United States,True
24138,2000-02-14,Jamaica,Honduras,0.0,2.0,Gold Cup,Miami,United States,True
24139,2000-02-14,Kuwait,Bhutan,20.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
24140,2000-02-14,Turkmenistan,Nepal,5.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,True
24141,2000-02-15,Australia,Bulgaria,1.0,1.0,Friendly,Valparaíso,Chile,True
24142,2000-02-15,Canada,South Korea,0.0,0.0,Gold Cup,Los Angeles,United States,True
24143,2000-02-15,Chile,Slovakia,0.0,2.0,Friendly,Valparaíso,Chile,False
24144,2000-02-15,Malaysia,Maldives,2.0,0.0,Friendly,Kuala Lumpur,Malaysia,False
24145,2000-02-15,Trinidad and Tobago,Guatemala,4.0,2.0,Gold Cup,Los Angeles,United States,True
24146,2000-02-16,Bhutan,Turkmenistan,0.0,8.0,AFC Asian Cup qualification,Kuwait City,Kuwait,True
24147,2000-02-16,Honduras,Colombia,2.0,0.0,Gold Cup,Miami,United States,True
24148,2000-02-16,Japan,Brunei,9.0,0.0,AFC Asian Cup qualification,Macau,Macau,True
24149,2000-02-16,Kuwait,Yemen,2.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
24150,2000-02-16,Lebanon,North Korea,1.0,0.0,Friendly,Beirut,Lebanon,False
24151,2000-02-16,Macau,Singapore,0.0,1.0,AFC Asian Cup qualification,Macau,Macau,False
24152,2000-02-16,Panama,El Salvador,4.0,1.0,Friendly,Panama City,Panama,False
24153,2000-02-16,United States,Peru,1.0,0.0,Gold Cup,Miami,United States,False
24154,2000-02-17,Barbados,Saint Kitts and Nevis,1.0,0.0,Friendly,Bridgetown,Barbados,False
24155,2000-02-17,South Korea,Costa Rica,2.0,2.0,Gold Cup,Los Angeles,United States,True
24156,2000-02-17,Malaysia,Maldives,3.0,0.0,Friendly,Kuala Lumpur,Malaysia,False
24157,2000-02-17,Mexico,Guatemala,1.0,1.0,Gold Cup,Los Angeles,United States,True
24158,2000-02-18,Kuwait,Nepal,5.0,0.0,AFC Asian Cup qualification,Kuwait City,Kuwait,False
24159,2000-02-18,Yemen,Bhutan,11.0,2.0,AFC Asian Cup qualification,Kuwait City,Kuwait,True
24160,2000-02-19,Dominica,Antigua and Barbuda,2.0,0.0,Friendly,Roseau,Dominica,False
24161,2000-02-19,Honduras,Peru,3.0,5.0,Gold Cup,Miami,United States,True
24162,2000-02-19,Oman,Switzerland,1.0,4.0,Friendly,Muscat,Oman,False
24163,2000-02-19,United Arab Emirates,Slovenia,1.0,1.0,Friendly,Muscat,Oman,True
24164,2000-02-19,United States,Colombia,2.0,2.0,Gold Cup,Miami,United States,False
24165,2000-02-20,Costa Rica,Trinidad and Tobago,1.0,2.0,Gold Cup,San Diego,United States,True
24166,2000-02-20,Lesotho,Eswatini,1.0,0.0,Friendly,Maseru,Lesotho,False
24167,2000-02-20,Macau,Japan,0.0,3.0,AFC Asian Cup qualification,Macau,Macau,False
24168,2000-02-20,Mexico,Canada,1.0,2.0,Gold Cup,San Diego,United States,True
24169,2000-02-20,Singapore,Brunei,1.0,0.0,AFC Asian Cup qualification,Macau,Macau,True
24170,2000-02-20,Thailand,Finland,0.0,0.0,King's Cup,Bangkok,Thailand,False
24171,2000-02-20,Kernow,Guernsey,1.0,2.0,Friendly,Cornwall,England,False
24172,2000-02-21,Oman,United Arab Emirates,0.0,1.0,Friendly,Muscat,Oman,False
24173,2000-02-23,Belgium,Portugal,1.0,1.0,Friendly,Charleroi,Belgium,False
24174,2000-02-23,Colombia,Peru,2.0,1.0,Gold Cup,San Diego,United States,True
24175,2000-02-23,Croatia,Spain,0.0,0.0,Friendly,Split,Croatia,False
24176,2000-02-23,England,Argentina,0.0,0.0,Friendly,London,England,False
24177,2000-02-23,Estonia,Finland,2.0,4.0,King's Cup,Bangkok,Thailand,True
24178,2000-02-23,France,Poland,1.0,0.0,Friendly,Saint-Denis,France,False
24179,2000-02-23,Greece,Austria,4.0,1.0,Friendly,Kalamáta,Greece,False
24180,2000-02-23,Hungary,Australia,0.0,3.0,Friendly,Budapest,Hungary,False
24181,2000-02-23,Republic of Ireland,Czech Republic,3.0,2.0,Friendly,Dublin,Republic of Ireland,False
24182,2000-02-23,Israel,Russia,4.0,1.0,Friendly,Haifa,Israel,False
24183,2000-02-23,Italy,Sweden,1.0,0.0,Friendly,Palermo,Italy,False
24184,2000-02-23,Lebanon,Jordan,1.0,1.0,Friendly,Tripoli,Lebanon,False
24185,2000-02-23,Luxembourg,Northern Ireland,1.0,3.0,Friendly,Luxembourg,Luxembourg,False
24186,2000-02-23,North Macedonia,Serbia,1.0,2.0,Friendly,Skopje,North Macedonia,False
24187,2000-02-23,Netherlands,Germany,2.0,1.0,Friendly,Amsterdam,Netherlands,False
24188,2000-02-23,Oman,Slovenia,0.0,4.0,Friendly,Muscat,Oman,False
24189,2000-02-23,Qatar,Wales,0.0,1.0,Friendly,Doha,Qatar,False
24190,2000-02-23,Thailand,Brazil,0.0,7.0,King's Cup,Bangkok,Thailand,False
24191,2000-02-23,Turkey,Norway,0.0,2.0,Friendly,Istanbul,Turkey,False
24192,2000-02-23,United Arab Emirates,Switzerland,1.0,0.0,Friendly,Muscat,Oman,True
24193,2000-02-24,Trinidad and Tobago,Canada,0.0,1.0,Gold Cup,Los Angeles,United States,True
24194,2000-02-25,British Virgin Islands,Anguilla,3.0,4.0,Friendly,Road Town,British Virgin Islands,False
24195,2000-02-25,Thailand,Estonia,2.0,1.0,King's Cup,Bangkok,Thailand,False
24196,2000-02-27,Botswana,Lesotho,1.0,0.0,Friendly,Gaborone,Botswana,False
24197,2000-02-27,British Virgin Islands,Anguilla,5.0,0.0,Friendly,Road Town,British Virgin Islands,False
24198,2000-02-27,Canada,Colombia,2.0,0.0,Gold Cup,Los Angeles,United States,True
24199,2000-02-27,Thailand,Finland,5.0,1.0,King's Cup,Bangkok,Thailand,False
24200,2000-02-29,Barbados,Antigua and Barbuda,2.0,2.0,Friendly,Bridgetown,Barbados,False
24201,2000-02-29,El Salvador,Panama,3.0,1.0,Friendly,San Salvador,El Salvador,False
24202,2000-02-29,Uzbekistan,Mongolia,8.0,1.0,Friendly,Tashkent,Uzbekistan,False
24203,2000-03-01,Zambia,Lesotho,2.0,0.0,Friendly,Lusaka,Zambia,False
24204,2000-03-04,Honduras,Nicaragua,3.0,0.0,FIFA World Cup qualification,San Pedro Sula,Honduras,False
24205,2000-03-04,Trinidad and Tobago,Curaçao,5.0,0.0,FIFA World Cup qualification,Macoya,Trinidad and Tobago,False
24206,2000-03-05,Anguilla,Bahamas,1.0,3.0,FIFA World Cup qualification,The Valley,Anguilla,False
24207,2000-03-05,Barbados,Grenada,2.0,2.0,FIFA World Cup qualification,Bridgetown,Barbados,False
24208,2000-03-05,Bolivia,Haiti,9.0,2.0,Friendly,La Paz,Bolivia,False
24209,2000-03-05,British Virgin Islands,Bermuda,1.0,5.0,FIFA World Cup qualification,Road Town,British Virgin Islands,False
24210,2000-03-05,Cuba,Cayman Islands,4.0,0.0,FIFA World Cup qualification,Havana,Cuba,False
24211,2000-03-05,Dominican Republic,Montserrat,3.0,0.0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,False
24212,2000-03-05,El Salvador,Belize,5.0,0.0,FIFA World Cup qualification,San Salvador,El Salvador,False
24213,2000-03-05,Ethiopia,Sudan,1.0,0.0,Friendly,Addis Ababa,Ethiopia,False
24214,2000-03-05,Saint Lucia,Suriname,1.0,0.0,FIFA World Cup qualification,Castries,Saint Lucia,False
24215,2000-03-05,Saint Vincent and the Grenadines,United States Virgin Islands,9.0,0.0,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,False
24216,2000-03-05,Zimbabwe,Lesotho,2.0,1.0,COSAFA Cup,Harare,Zimbabwe,False
24217,2000-03-06,Syria,Jordan,0.0,0.0,Friendly,Damascus,Syria,False
24218,2000-03-08,Ecuador,Honduras,1.0,3.0,Friendly,Quito,Ecuador,False
24219,2000-03-08,Jordan,Lebanon,1.0,1.0,Friendly,Amman,Jordan,False
24220,2000-03-09,Cuba,Nicaragua,4.0,0.0,Friendly,Havana,Cuba,False
24221,2000-03-10,Qatar,Sudan,3.0,0.0,Friendly,Doha,Qatar,False
24222,2000-03-11,Aruba,Puerto Rico,4.0,2.0,FIFA World Cup qualification,Oranjestad,Aruba,False
24223,2000-03-11,Haiti,Dominica,4.0,0.0,FIFA World Cup qualification,Port-au-Prince,Haiti,False
24224,2000-03-11,Jordan,Bosnia and Herzegovina,0.0,0.0,Friendly,Zarqa,Jordan,False
24225,2000-03-12,United States,Tunisia,1.0,1.0,Friendly,Birmingham,United States,False
24226,2000-03-12,Zambia,Malawi,1.0,1.0,Friendly,Kitwe,Zambia,False
24227,2000-03-13,Jordan,Syria,0.0,0.0,Friendly,Amman,Jordan,False
24228,2000-03-13,Zambia,Malawi,0.0,1.0,Friendly,Lusaka,Zambia,False
24229,2000-03-15,Japan,China PR,0.0,0.0,Friendly,Kobe,Japan,False
24230,2000-03-15,Jordan,Bosnia and Herzegovina,1.0,2.0,Friendly,Zarqa,Jordan,False
24231,2000-03-16,Venezuela,Bolivia,0.0,0.0,Friendly,Maracaibo,Venezuela,False
24232,2000-03-17,Jordan,Syria,0.0,0.0,Friendly,Amman,Jordan,False
24233,2000-03-18,Curaçao,Trinidad and Tobago,1.0,1.0,FIFA World Cup qualification,Willemstad,Netherlands Antilles,True
24234,2000-03-18,Grenada,Barbados,2.0,3.0,FIFA World Cup qualification,St. George's,Grenada,False
24235,2000-03-18,Puerto Rico,Aruba,2.0,2.0,FIFA World Cup qualification,San Juan,Puerto Rico,False
24236,2000-03-18,Saint Kitts and Nevis,Turks and Caicos Islands,8.0,0.0,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,False
24237,2000-03-19,Bahamas,Anguilla,2.0,1.0,FIFA World Cup qualification,Nassau,Bahamas,False
24238,2000-03-19,Belize,Guatemala,1.0,2.0,FIFA World Cup qualification,San Pedro Sula,Honduras,True
24239,2000-03-19,Bermuda,British Virgin Islands,9.0,0.0,FIFA World Cup qualification,Hamilton,Bermuda,False
24240,2000-03-19,Botswana,Eswatini,3.0,0.0,Friendly,Gaborone,Botswana,False
24241,2000-03-19,Cayman Islands,Cuba,0.0,0.0,FIFA World Cup qualification,George Town,Cayman Islands,False
24242,2000-03-19,Dominica,Haiti,1.0,3.0,FIFA World Cup qualification,Roseau,Dominica,False
24243,2000-03-19,Montserrat,Dominican Republic,1.0,3.0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,True
24244,2000-03-19,Nicaragua,Panama,0.0,2.0,FIFA World Cup qualification,Diriamba,Nicaragua,False
24245,2000-03-19,Suriname,Saint Lucia,1.0,0.0,FIFA World Cup qualification,Paramaribo,Suriname,False
24246,2000-03-19,United States Virgin Islands,Saint Vincent and the Grenadines,1.0,5.0,FIFA World Cup qualification,Frederiksted,United States Virgin Islands,False
24247,2000-03-20,Bahrain,Kazakhstan,0.0,1.0,Friendly,Manama,Bahrain,False
24248,2000-03-21,Namibia,Zimbabwe,2.0,1.0,Friendly,Windhoek,Namibia,False
24249,2000-03-21,Saint Kitts and Nevis,Turks and Caicos Islands,6.0,0.0,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,False
24250,2000-03-22,Bahrain,Qatar,1.0,0.0,Friendly,Manama,Bahrain,False
24251,2000-03-22,Chile,Honduras,5.0,2.0,Friendly,Santiago,Chile,False
24252,2000-03-22,Cyprus,Iran,0.0,0.0,Friendly,Nicosia,Cyprus,False
24253,2000-03-24,Gambia,Mauritania,0.0,0.0,Friendly,Banjul,Gambia,False
24254,2000-03-25,Bahrain,Jordan,1.0,1.0,Friendly,Manama,Bahrain,False
24255,2000-03-25,Malaysia,Taiwan,3.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
24256,2000-03-25,Tanzania,Malawi,1.0,1.0,Friendly,Morogoro,Tanzania,False
24257,2000-03-25,Thailand,North Korea,0.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
24258,2000-03-25,Zambia,Botswana,3.0,0.0,COSAFA Cup,Lusaka,Zambia,False
24259,2000-03-25,Alderney,Jersey,0.0,10.0,Muratti Vase,Alderney,Alderney,False
24260,2000-03-26,Tanzania,Malawi,4.0,3.0,Friendly,Dar es Salaam,Tanzania,False
24261,2000-03-27,Malaysia,North Korea,1.0,1.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
24262,2000-03-27,Thailand,Taiwan,2.0,0.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,True
24263,2000-03-28,Colombia,Brazil,0.0,0.0,FIFA World Cup qualification,Bogotá,Colombia,False
24264,2000-03-28,El Salvador,Haiti,3.0,1.0,Friendly,San Salvador,El Salvador,False
24265,2000-03-28,Malta,Northern Ireland,0.0,3.0,Friendly,Attard,Malta,False
24266,2000-03-28,Serbia,China PR,1.0,0.0,Friendly,Belgrade,Yugoslavia,False
24267,2000-03-29,Argentina,Chile,4.0,1.0,FIFA World Cup qualification,Buenos Aires,Argentina,False
24268,2000-03-29,Austria,Sweden,1.0,1.0,Friendly,Graz,Austria,False
24269,2000-03-29,Belgium,Netherlands,2.0,2.0,Friendly,Brussels,Belgium,False
24270,2000-03-29,Bosnia and Herzegovina,North Macedonia,1.0,0.0,Friendly,Zenica,Bosnia and Herzegovina,False
24271,2000-03-29,Bulgaria,Belarus,4.0,1.0,Friendly,Sofia,Bulgaria,False
24272,2000-03-29,Croatia,Germany,1.0,1.0,Friendly,Zagreb,Croatia,False
24273,2000-03-29,Czech Republic,Australia,3.0,1.0,Friendly,Teplice,Czech Republic,False
24274,2000-03-29,Ecuador,Venezuela,2.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False
24275,2000-03-29,Greece,Romania,2.0,0.0,Friendly,Athens,Greece,False
24276,2000-03-29,Hungary,Poland,0.0,0.0,Friendly,Debrecen,Hungary,False
24277,2000-03-29,Israel,Georgia,1.0,1.0,Friendly,Ashkelon,Israel,False
24278,2000-03-29,Malaysia,Thailand,3.0,2.0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,False
24279,2000-03-29,Peru,Paraguay,2.0,0.0,FIFA World Cup qualification,Lima,Peru,False
24280,2000-03-29,Portugal,Denmark,2.0,1.0,Friendly,Leiria,Portugal,False
24281,2000-03-29,Scotland,France,0.0,2.0,Friendly,Glasgow,Scotland,False
24282,2000-03-29,Spain,Italy,2.0,0.0,Friendly,Barcelona,Spain,False
24283,2000-03-29,Switzerland,Norway,2.0,2.0,Friendly,Lugano,Switzerland,False
24284,2000-03-29,Uruguay,Bolivia,1.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False
24285,2000-03-29,Wales,Finland,1.0,2.0,Friendly,Cardiff,Wales,False
24286,2000-03-31,Gambia,Mauritania,0.0,0.0,Friendly,Banjul,Gambia,False
24287,2000-03-31,Jordan,Kazakhstan,0.0,1.0,AFC Asian Cup qualification,Doha,Qatar,True
24288,2000-03-31,Maldives,Iran,0.0,8.0,AFC Asian Cup qualification,Damascus,Syria,True
24289,2000-03-31,Qatar,Palestine,1.0,0.0,AFC Asian Cup qualification,Doha,Qatar,False
24290,2000-03-31,Syria,Bahrain,1.0,0.0,AFC Asian Cup qualification,Damascus,Syria,False
24291,2000-04-01,Aruba,Barbados,1.0,3.0,FIFA World Cup qualification,Oranjestad,Aruba,False
24292,2000-04-01,Haiti,Bahamas,9.0,0.0,FIFA World Cup qualification,Port-au-Prince,Haiti,False
24293,2000-04-01,Zambia,Kenya,1.0,0.0,Friendly,Lusaka,Zambia,False
24294,2000-04-02,Bahrain,Maldives,4.0,1.0,AFC Asian Cup qualification,Damascus,Syria,True
24295,2000-04-02,Cuba,Suriname,1.0,0.0,FIFA World Cup qualification,Havana,Cuba,False
24296,2000-04-02,Guatemala,El Salvador,0.0,1.0,FIFA World Cup qualification,Guatemala City,Guatemala,False
